0,900,0
0,1000,0
1,900,0
1,1000,0
2,900,0
2,1000,0
3,900,0
3,1000,0
4,900,0
4,1000,0
5,900,0
5,1000,0
6,900,0
6,1000,0
7,900,0
7,1000,0
8,900,0
8,1000,0
9,900,0
9,1000,0
10,900,0
10,1000,0
11,900,0
11,1000,0
12,900,0
12,1000,0
13,900,0
13,1000,0
14,900,0
14,1000,0
15,900,0
15,1000,0
16,900,0
16,1000,0
17,900,0
17,1000,0
18,900,0
18,1000,0
19,900,0
19,1000,0
20,900,0
20,1000,0
21,900,0
21,1000,0
22,900,0
22,1000,0
23,900,0
23,1000,0
24,900,0
24,1000,0
25,900,0
25,1000,0
26,900,0
26,1000,0
27,900,0
27,1000,0
28,900,0
28,1000,0
29,900,0
29,1000,0
30,900,0
30,1000,0
31,900,0
31,1000,0
32,900,0
32,1000,0
33,900,0
33,1000,0
34,900,0
34,1000,0
35,900,0
35,1000,0
36,900,0
36,1000,0
37,900,0
37,1000,0
38,900,0
38,1000,0
39,900,0
39,1000,0
40,900,0
40,1000,0
41,900,0
41,1000,0
42,900,0
42,1000,0
43,900,0
43,1000,0
44,900,0
44,1000,0
45,900,0
45,1000,0
46,900,0
46,1000,0
47,900,0
47,1000,0
48,900,0
48,1000,0
49,900,0
49,1000,0
50,900,0
50,1000,0
51,900,0
51,1000,0
52,900,0
52,1000,0
53,900,0
53,1000,0
54,900,0
54,1000,0
55,900,0
55,1000,0
56,900,0
56,1000,0
57,900,0
57,1000,0
58,900,0
58,1000,0
59,900,0
59,1000,0
60,900,0
60,1000,0
61,900,0
61,1000,0
62,900,0
62,1000,0
63,900,0
63,1000,0
64,900,0
64,1000,0
65,900,0
65,1000,0
66,900,0
66,1000,0
67,900,0
67,1000,0
68,900,0
68,1000,0
69,900,0
69,1000,0
70,900,0
70,1000,0
71,900,0
71,1000,0
72,900,0
72,1000,0
73,900,0
73,1000,0
74,900,0
74,1000,0
75,900,0
75,1000,0
76,900,0
76,1000,0
77,900,0
77,1000,0
78,900,0
78,1000,0
79,900,0
79,1000,0
80,900,0
80,1000,0
81,900,0
81,1000,0
82,900,0
82,1000,0
83,900,0
83,1000,0
84,900,0
84,1000,0
85,900,0
85,1000,0
86,900,0
86,1000,0
87,900,0
87,1000,0
88,900,0
88,1000,0
89,900,0
89,1000,0
90,900,0
90,1000,0
91,900,0
91,1000,0
92,900,0
92,1000,0
93,900,0
93,1000,0
94,900,0
94,1000,0
95,900,0
95,1000,0
96,900,0
96,1000,0
97,900,0
97,1000,0
98,900,0
98,1000,0
99,900,0
99,1000,0
100,900,0
100,1000,0
101,900,0
101,1000,0
102,900,0
102,1000,0
103,900,0
103,1000,0
104,900,0
104,1000,0
105,900,0
105,1000,0
106,900,0
106,1000,0
107,900,0
107,1000,0
108,900,0
108,1000,0
109,900,0
109,1000,0
110,900,0
110,1000,0
111,900,0
111,1000,0
112,900,0
112,1000,0
113,900,0
113,1000,0
114,900,0
114,1000,0
115,900,0
115,1000,0
116,900,0
116,1000,0
117,900,0
117,1000,0
118,900,0
118,1000,0
119,900,0
119,1000,0
120,900,0
120,1000,0
121,900,0
121,1000,0
122,900,0
122,1000,0
123,900,0
123,1000,0
124,900,0
124,1000,0
125,900,0
125,1000,0
126,900,0
126,1000,0
127,900,0
127,1000,0
128,900,0
128,1000,0
129,900,0
129,1000,0
130,900,0
130,1000,0
131,900,0
131,1000,0
132,900,0
132,1000,0
133,900,0
133,1000,0
134,900,0
134,1000,0
135,900,0
135,1000,0
136,900,0
136,1000,0
137,900,0
137,1000,0
138,900,0
138,1000,0
139,900,0
139,1000,0
140,900,0
140,1000,0
141,900,0
141,1000,0
142,900,0
142,1000,0
143,900,0
143,1000,0
144,900,0
144,1000,0
145,900,0
145,1000,0
146,900,0
146,1000,0
147,900,0
147,1000,0
148,900,0
148,1000,0
149,900,0
149,1000,0
150,900,0
150,1000,0
151,900,0
151,1000,0
152,900,0
152,1000,0
153,900,0
153,1000,0
154,900,0
154,1000,0
155,900,0
155,1000,0
156,900,0
156,1000,0
157,900,0
157,1000,0
158,900,0
158,1000,0
159,900,0
159,1000,0
160,900,0
160,1000,0
161,900,0
161,1000,0
162,900,0
162,1000,0
163,900,0
163,1000,0
164,900,0
164,1000,0
165,900,0
165,1000,0
166,900,0
166,1000,0
167,900,0
167,1000,0
168,900,0
168,1000,0
169,900,0
169,1000,0
170,900,0
170,1000,0
171,900,0
171,1000,0
172,900,0
172,1000,0
173,900,0
173,1000,0
174,900,0
174,1000,0
