0,300,0
0,400,0
1,300,0
1,400,0
2,300,0
2,400,0
3,300,0
3,400,0
4,300,0
4,400,0
5,300,0
5,400,0
6,300,0
6,400,0
7,300,0
7,400,0
8,300,0
8,400,0
9,300,0
9,400,0
10,300,0
10,400,0
11,300,0
11,400,0
12,300,0
12,400,0
13,300,0
13,400,0
14,300,0
14,400,0
15,300,0
15,400,0
16,300,0
16,400,0
17,300,0
17,400,0
18,300,0
18,400,0
19,300,0
19,400,0
20,300,0
20,400,0
21,300,0
21,400,0
22,300,0
22,400,0
23,300,0
23,400,0
24,300,0
24,400,0
25,300,0
25,400,0
26,300,0
26,400,0
27,300,0
27,400,0
28,300,0
28,400,0
29,300,0
29,400,0
30,300,0
30,400,0
31,300,0
31,400,0
32,300,0
32,400,0
33,300,0
33,400,0
34,300,0
34,400,0
35,300,0
35,400,0
36,300,0
36,400,0
37,300,0
37,400,0
38,300,0
38,400,0
39,300,0
39,400,0
40,300,0
40,400,0
41,300,0
41,400,0
42,300,0
42,400,0
43,300,0
43,400,0
44,300,0
44,400,0
45,300,0
45,400,0
46,300,0
46,400,0
47,300,0
47,400,0
48,300,0
48,400,0
49,300,0
49,400,0
50,300,0
50,400,0
51,300,0
51,400,0
52,300,0
52,400,0
53,300,0
53,400,0
54,300,0
54,400,0
55,300,0
55,400,0
56,300,0
56,400,0
57,300,0
57,400,0
58,300,0
58,400,0
59,300,0
59,400,0
60,300,0
60,400,0
61,300,0
61,400,0
62,300,0
62,400,0
63,300,0
63,400,0
64,300,0
64,400,0
65,300,0
65,400,0
66,300,0
66,400,0
67,300,0
67,400,0
68,300,0
68,400,0
69,300,0
69,400,0
70,300,0
70,400,0
71,300,0
71,400,0
72,300,0
72,400,0
73,300,0
73,400,0
74,300,0
74,400,0
75,300,0
75,400,0
76,300,0
76,400,0
77,300,0
77,400,0
78,300,0
78,400,0
79,300,0
79,400,0
80,300,0
80,400,0
81,300,0
81,400,0
82,300,0
82,400,0
83,300,0
83,400,0
84,300,0
84,400,0
85,300,0
85,400,0
86,300,0
86,400,0
87,300,0
87,400,0
88,300,0
88,400,0
89,300,0
89,400,0
90,300,0
90,400,0
91,300,0
91,400,0
92,300,0
92,400,0
93,300,0
93,400,0
94,300,0
94,400,0
95,300,0
95,400,0
96,300,0
96,400,0
97,300,0
97,400,0
98,300,0
98,400,0
99,300,0
99,400,0
100,300,0
100,400,0
101,300,0
101,400,0
102,300,0
102,400,0
103,300,0
103,400,0
104,300,0
104,400,0
105,300,0
105,400,0
106,300,0
106,400,0
107,300,0
107,400,0
108,300,0
108,400,0
109,300,0
109,400,0
110,300,0
110,400,0
111,300,0
111,400,0
112,300,0
112,400,0
113,300,0
113,400,0
114,300,0
114,400,0
115,300,0
115,400,0
116,300,0
116,400,0
117,300,0
117,400,0
118,300,0
118,400,0
119,300,0
119,400,0
120,300,0
120,400,0
121,300,0
121,400,0
122,300,0
122,400,0
123,300,0
123,400,0
124,300,0
124,400,0
125,300,0
125,400,0
126,300,0
126,400,0
127,300,0
127,400,0
128,300,0
128,400,0
129,300,0
129,400,0
130,300,0
130,400,0
131,300,0
131,400,0
132,300,0
132,400,0
133,300,0
133,400,0
134,300,0
134,400,0
135,300,0
135,400,0
136,300,0
136,400,0
137,300,0
137,400,0
138,300,0
138,400,0
139,300,0
139,400,0
140,300,0
140,400,0
141,300,0
141,400,0
142,300,0
142,400,0
143,300,0
143,400,0
144,300,0
144,400,0
145,300,0
145,400,0
146,300,0
146,400,0
147,300,0
147,400,0
148,300,0
148,400,0
149,300,0
149,400,0
150,300,0
150,400,0
151,300,0
151,400,0
152,300,0
152,400,0
153,300,0
153,400,0
154,300,0
154,400,0
155,300,0
155,400,0
156,300,0
156,400,0
157,300,0
157,400,0
158,300,0
158,400,0
159,300,0
159,400,0
160,300,0
160,400,0
161,300,0
161,400,0
162,300,0
162,400,0
163,300,0
163,400,0
164,300,0
164,400,0
165,300,0
165,400,0
166,300,0
166,400,0
167,300,0
167,400,0
168,300,0
168,400,0
169,300,0
169,400,0
170,300,0
170,400,0
171,300,0
171,400,0
172,300,0
172,400,0
173,300,0
173,400,0
174,300,0
174,400,0
175,300,0
175,400,0
176,300,0
176,400,0
177,300,0
177,400,0
178,300,0
178,400,0
179,300,0
179,400,0
180,300,0
180,400,0
181,300,0
181,400,0
182,300,0
182,400,0
183,300,0
183,400,0
184,300,0
184,400,0
185,300,0
185,400,0
186,300,0
186,400,0
187,300,0
187,400,0
188,300,0
188,400,0
189,300,0
189,400,0
190,300,0
190,400,0
191,300,0
191,400,0
192,300,0
192,400,0
193,300,0
193,400,0
194,300,0
194,400,0
195,300,0
195,400,0
196,300,0
196,400,0
197,300,0
197,400,0
198,300,0
198,400,0
199,300,0
199,400,0
200,300,0
200,400,0
201,300,0
201,400,0
202,300,0
202,400,0
203,300,0
203,400,0
204,300,0
204,400,0
205,300,0
205,400,0
206,300,0
206,400,0
207,300,0
207,400,0
208,300,0
208,400,0
