881,867,1099,100
880,891,1099,100
888,892,1099,200
817,841,1099,100
872,889,1099,100
875,874,1099,200
872,878,1099,100
889,893,1099,100
884,882,1099,100
877,888,1099,100
884,866,1099,100
869,860,1099,100
890,899,1099,100
879,860,1099,100
825,897,1099,100
816,815,1099,100
898,899,1099,200
887,886,1099,100
885,897,1099,100

