45,820,17,1923
64,1372,0,1542
44,11731,18,935,950
42,1321,19,1743
17,4379,21,166,174
30,1811,1,490
32,1150,13,1713,1793,1792
12,83174,22,662,663
18,12368,11,956,957
29,65424,10,689,769,768
4,1300,20,1757
22,2047,22,273
55,60545,18,773,777
42,937,14,2025
29,90500,9,671
56,2445,4,324,325
50,77437,15,687
18,63358,4,782
6,68242,21,693,695
43,500,5,1183
61,1069,1,1830,1831
54,9780,10,82
25,348,2,1358
25,150549,9,717
18,155,14,1533
0,28872,12,845,844
47,2239,18,356
49,2900,12,226
5,19501,9,983
36,1370,10,1548,1549
2,16187,10,924
13,2169,9,267,269
56,75205,7,686
1,65426,2,698,779
18,119750,1,741
50,1763,7,503
57,70262,6,696,703
20,22132,14,1012,1023,1020
19,1769,2,506,507,510
16,2321,20,377,379
4,478,11,1175,1230
30,181425,13,540
8,3821,1,148,149
44,4763,13,189,190
30,18797,7,978
25,1284,0,1763,1764,1766
32,8614,10,76,127,126
20,18,11,1414
54,53234,3,788
5,608,5,1041
14,35574,12,895
30,2317,8,382,383
63,11327,18,943
1,778,2,1963
29,4984,22,6
21,323,20,1403
29,199496,3,520,524,522
55,10387,1,81
28,235,6,1320,1321
1,30358,4,845
18,739,15,1091
33,2121,7,259
50,112921,13,759
12,4844,13,177
9,2658,9,338,341
27,2095,21,259,265
25,3573,18,152,153
38,5965,8,61
62,1191,0,1709
14,1572,20,408,411
37,376,6,1368,1372
57,1498,14,1649,1652,1651,1655
51,21525,13,1008,1017,1016
43,14568,20,913,919
6,1696,11,453,472,473
8,2431,7,320,321
47,1629,23,431
2,2333,1,368
40,130,9,1493,1495,1494
58,769,9,1966
51,9506,4,68,78
12,0,16,1412
50,2181,10,262
26,104772,6,765
5,2282,8,363
1,5274,19,13
43,24296,0,996,1002,998
62,1574,2,412,415
64,1249,0,1670
30,100418,4,642
6,65424,1,693
13,341,13,1345
31,874,5,1988,1989
33,3135,1,214,219
56,797,21,1968,1969
34,18060,15,960,965
5,1513,24,1638
28,177296,7,540,543,542
27,46811,2,822,825
